confess,v.承认，供认,,
despotism,n.专制，暴政,,
criss-cross,v.交叉往来,,
mendacity,n.虚假,,
resurgence,n.再起，复活，再现，复兴,,
occlude,v.使闭塞,,
disarray,n.混乱，漫无秩序,,
pirate,n.海盗；剽窃者，盗版者；v.掠夺；盗印,,
unerringly,adv.无过失的,,
assessment,n.估计，评价,,
gawky,a.迟钝的，笨拙的,,
onus,n.义务，负担,,
epitome,n.典型；梗概，摘要,,
ferromagnetic,a.铁磁的，铁磁体的,,
misalliance,n.不适当的结合,,
tension,n.紧张，焦虑；张力,,
vulnerable,a.易受伤的，脆弱的,,
recollect,v.回忆；想起,,
scrumptious,a.美味的，可口的,,
supine,a.仰卧的；懒散的,,
symmetry,n.对称；均衡,,
induct,v.使就职；使入伍,,
terrorize,v.恐吓,,
fealty,n.效忠，忠诚,,
comparison,n.比较，对照；比喻,,
poach,v.偷猎，窃取,,
contradictory,a.反驳的，反对的，抗辩的；矛盾的,,
control,n.实验对照组,,
dogged,a.顽强的,,
extend,v.延展，延长；舒展（肢体）,,
perishing,a.严寒的,,
transcribe,v.抄写，转录,,
munition,n.军火，弹药,,
summary,n.摘要，概要；a.摘要的，简略的,,
dolorous,a.悲哀的，忧愁的,,
centrifugal,a.离心的,,
induce,v.诱导；引起,,
smear,n.油渍，污点；v.弄脏，玷污,,
unpalatable,a.令人讨厌的，不好吃的,,
browbeat,v.欺侮；吓唬,,
stagger,v.蹒跚，摇晃,,
verdant,a.青葱的，翠绿的,,
depravity,n.堕落，恶习,,
viral,a.病毒性的，由病毒引起的,,
quote,v.引用，引述,,
constrain,v.束缚，强迫；限制,,
entreaty,n.恳求，哀求,,
defense,n.防御，防护,,
survivor,n.幸存者,,
nostalgia,n.怀旧之情；思乡,,
destitute,adj.缺乏的，穷困的,,
fiat,n.命令,,
peripheral,a.不重要的；外围的,,
trend,v./n.趋势，倾向,,
illusive,a.迷惑人的，迷幻的,,
investor,n.投资者,,
alluring,a.吸引人的，迷人的,,
hazard,n.危险,,
whittle,v.削(木头)；削减,,
filibuster,v.妨碍议事，阻挠议案通过；n.阻挠议事的人或行动,,
phonetic,a.语音的,,
reciprocal,a.相互的，互惠的,,
claim,v.要求或索要；n.声称拥有的权力,,
pied,a.杂色的,,
duplicate,a.复制的；两重的  v.复制 n.复制品，副本,,
evacuate,v.撤退；撤离,,
upstage,a.骄傲的，高傲的,,
commencement,n.开始；(大学的)毕业典礼,,
spur,v.刺激，激励；用马刺刺马,,
gargoyle,n.(雕刻成怪兽状的)滴水嘴；面貌丑恶的人,,
sibyl,n.女预言家，女先知,,
tact,n.机智，圆滑,,
dowdy,a.不整洁的，过旧的,,
procedure,n.程序，手续,,
saddle,n.鞍，马鞍,,
correlate,v.使互相关联，使相互影响,,
evaluation,n.评价，评估,,
deliberate,a.深思熟虑的;故意的；v.慎重考虑,,
flawed,adj.有缺点的，错误的,,
respect,n./v.尊敬,,
deplete,v.大量减少；耗尽，使枯竭,,
cue,v.暗示，提示；n.暗示，提示,,
eclipse,n.日食，月食；黯然失色，衰退,,
accrue,v.(利息等)增大；增多,,
iniquity,n.邪恶，不公正，不道德,,
persistence,n.坚持不懈，持续,,
asinine,a.愚笨的,,
acumen,"n.敏锐，精明,聪明",,
petitioner,n.请愿人,,
fissure,n.深长的裂缝，裂隙,,
oppress,v.压迫，压制,,
steep,v.浸泡，浸透；a.陡峭的，过高的,,
mutineer,n.反叛者，背叛者,,
affinity,n.密切关系；(两性)吸引力,,
verisimilar,a.好像真实的，逼真的；可能的,,
wade,v.涉水；跋涉,,
blandishment,n.奉承，讨好,,
minutes,n.会议记录,,
contemplation,n.注视，凝视；意图；期望,,
interlude,n.(活动间的)暂时休息,,
surrender,v.投降；放弃；归还,,
tempting,a.诱惑人的,,
irremediable,a.无法治愈的，无法纠正的，无法挽回的,,
jargon,n.胡言乱语；行话,,
visceral,a.内心深处的；内脏的,,
forge,n.铁匠铺；v.锤炼，打铁；伪造；使形成，达成,,
skim,v.从液体表面撇去(油脂，乳沫等)；浏览，略读,,
thorny,adj.有刺的；多刺的；多障碍的，引起争议的,,
egocentric,a.利己的,,
deputy,n.代表；副手,,
irradiate,v.照射；照耀，照亮,,
spice,n.香料 v.给…调味,,
naivete,n.天真的言行举止,,
perpetuate,v.使永存，使永记不忘,,
crater,n.火山口；弹坑,,
assimilate,v.同化，吸收,,
beaded,a.以珠装饰的,,
plausible,a.似是而非的，似乎合理的；(贬)嘴巧的(尤指为行骗),,
bale,n.大包裹；灾祸，不幸,,
wane,v.减少，变小，衰微,,
purloin,v.偷窃,,
desecrate,v.玷辱，亵渎,,
exculpate,v.开脱；申明无罪，证明无罪,,
subversive,a.颠覆性的，破坏性的,,
humanistic,adj.人性的，人文主义的,,
swig,v.痛饮,,
coddle,v.溺爱；悉心照料,,
rove,v.漂泊，流浪,,
flock,n.羊群；鸟群,,
recipe,n.食谱,,
vessel,n.血管；容器；船只,,
curt,a.(言词、行为)简略而草率的,,
gracile,a.细弱的，纤细优美的,,
mural,a.墙壁的；n.(尤指大型)壁画,,
atrocity,n.残暴，暴行,,
sanity,n.头脑清楚，神智健全,,
eventual,adj.最终的,,
cautionary,a.劝人谨慎的，警戒的,,
buoy,n.浮标；救生圈；v.鼓励，支持,,
hash,n.杂乱，混乱；杂烩菜,,
pestle,n.(捣碎或研磨用的)杵,,
dictate,v.口述；命令,,
boost,v.往上推；增加，提高,,
insolvency,n.无力偿还；破产,,
promulgate,v.颁布(法令)；宣传，宣扬,,
counterclockwise,adj./adv.逆时针方向的,,
perky,a.神气的，活泼的,,
allot,v.拨出；分配,,
combustible,a.易燃的；易激动的,,
reap,v.收割，收获(庄家，尤指谷物),,
vindication,n.证明无罪，辩护,,
multiplicity,n.多样性,,
abusive,a.漫骂的；毁谤的；虐待的,,
aesthetically,adv.审美的，美学观点上的,,
carrion,n.腐肉,,
illustrative,adj.解说性的，用作说明的,,
dispatch,v.(快速)派遣；一下子做完；(快速)吃完；n.迅速,,
outgrowth,n.自然结果；结果；副产品,,
timeworn,a.陈旧的，陈腐的,,
skinflint,n.吝啬鬼,,
antic,a.古怪的,,
adamant,a.强硬的；固执的,,
revile,v.辱骂，恶言相向,,
decimate,v.毁掉大部分；大量杀死,,
rebroadcast,v.重播,,
retain,v.保留，保持；留住,,
superfluity,n.多余的量,,
gyrate,a.旋转的；v.旋转,,
agitation,n.焦虑，不安；鼓动宣传,,
disinclination,n.不愿意，不情愿,,
multifarious,a.多种的，各式各样的,,
instill,v.滴注；逐渐灌输,,
bliss,n.狂喜；福佑，天赐的福,,
mollycoddle,v.过分爱惜，娇惯；n.娇生惯养的人,,
plummet,v.垂直或突然坠下；n.测深锤,,
snobbery,n.势力,,
tackle,v.处理；n.(吊重物用的)滑车，滑轮,,
vigilance,n.警惕，警觉,,
braggart,n.吹牛者,,
deploy,v.部署；拉长（战线），展开,,
bizarre,a.奇异的，古怪的,,
supercilious,a.目中无人的，高傲的,,
crouch,v.蹲伏，弯腰,,
prior,adj.在前的，优先的,,
usable,adj.可用的，好用的,,
capsule,n.荚膜，蒴果；胶囊,,
rival,n.竞争者，对手；v.与…匹敌,,
antipathy,n.反感，厌恶,,
mute,a.沉默的；v.减弱声音；n.(乐器的)弱音器,,
strait,n.海峡 a.狭窄的,,
vibrate,v.(使)颤动，振动,,
attach,v.将某物系在(另一物)上,,
conceptual,adj.概念上的,,
rave,n.热切赞扬；v.狂语，说疯话,,
grating,a.(声音)刺耳的；恼人的,,
ratiocination,n.推理；推论,,
hazardous,a.危险的,,
inkling,n.暗示，迹象；略知，模糊概念,,
ecstatic,a.狂喜的，心花怒放的,,
teeter,v.摇摇欲坠，步履蹒跚；踌躇,,
dangle,v.悬荡，悬摆,,
obligated,a.有义务的，有责任的,,
confront,v.面临；对抗,,
surveillance,n.监视，盯梢,,
rebuke,v.指责，谴责,,
synopsis,n.摘要，概要,,
nonsensical,a.荒唐的，无意义的,,
unfounded,a.无事实根据的,,
interruption,n.中断，打断,,
underutilized,a.未充分利用的,,
duplicitous,a.搞两面派的，奸诈的；双重的,,
agreeable,a.令人喜悦的；欣然同意的,,
exacerbate,v.(病、疼痛)加重，恶化,,
birthright,n.与生俱来的权利,,
pitiful,a.值得同情的，可怜的,,
twee,a.矫揉造作的，故做多情的,,
lambaste,v.痛打；痛骂,,
cyclone,n.气旋，飓风,,
wreak,v.发泄，报复；发泄怒火,,
modulate,v.调整，调节；调音,,
moat,n.壕沟；护城河,,
infraction,n.违反，违犯,,
haunt,v.常去；鬼魂出没；(事情)萦绕心头；n.常去的地方,,
prosperity,n.繁荣；幸运；健康,,
survive,v.幸存,,
dishevel,v.使蓬乱，使（头发）凌乱,,
blooming,a.有花的；精力旺盛的,,
animus,n.敌意，憎恨,,
jabber,v.快而不清楚地说,,
eclectic,a.折衷的，兼容并蓄的,,
obsolescent,a.即将过时的,,
blackball,v.投票反对；排斥,,
elude,v.逃避；不理解，不记得,,
swank,v.夸耀，炫耀,,
exploit,v.剥削；开发利用；n.英勇行为,,
security,n.安全，保证，保护,,
umbrage,n.不快，感到受了侮辱或冒犯,,
sedulous,a.勤勉的,,
controvert,v.反驳，驳斥,,
debility,n.衰弱，虚弱,,
grievance,n.牢骚，抱怨，委屈,,
eulogy,n.颂词，颂文,,
urgency,n.紧急的事,,
numinous,a.超自然的，神的,,
scruffy,a.肮脏的，不洁的,,
subtle,a.微妙的，精巧的,,
expiate,v.赎罪，补偿,,
irreversible,a.不能撤回的，不能取消的,,
deciduous,a.非永久的；短暂的；脱落的；落叶的,,
belligerent,adj.发动战争的；好斗的，好挑衅的,,
relegate,v.降级，降职；交付，托付,,
germinate,v.发芽；发展,,
spendthrift,adj./n.挥金如土的(人),,
tremulous,a.颤动的；胆怯的,,
dilatory,a.慢吞吞的，磨蹭的,,
staunch,a.坚定的，忠诚的,,
agoraphobic,n./a. 患旷野恐惧症的（人）,,
emphatic,a.重视的，强调的,,
upfront,a.坦率的,,
drainage,n.排水；排水系统,,
antithesis,n.对立；相对,,
prototype,n.原型；典型,,
trenchant,a.(言论，论据)一针见血的，犀利的,,
embellish,v.装饰，润饰,,
wizened,a.干皱的,,
veto,n.否决(权)，禁止(权),,
preposterous,a.荒谬的，完全违背常理的,,
recur,v.重现，再发生；复发,,
reminder,n.提醒人，记忆之物,,
immune,a.免疫的；免除的,,
introspective,a.自省的，好反省的,,
reaffirm,v.再次确定；重申,,
subsistence,n.生存，生计；存在,,
profligate,a.挥霍的，浪费的；n.恣意挥霍者,,
buck,v.反对；n.雄鹿；雄兔,,
regurgitate,v.  涌回; 反胃; 流回; 反刍,,
spatial,a.有关空间的，在空间的,,
founder,v.(船)沉没；(计划)失败,,
intercept,v.中途拦截，截取,,
apt,a.易于…的；恰当的；聪明的,,
encyclopedic,adj.广博的，知识渊博的,,
factorable,a.能分解成因子的,,
interchangeable,a.可互换的,,
prosaic,a.单调的，无趣的,,
extremity,n.极度；绝境，临终,,
grit,n.沙粒；决心，勇气；v.下定决心，咬紧牙关,,
jeopardy,n.危险,,
reverential,adj.表示尊敬的，恭敬的,,
ugly,a.难看的，可怕的,,
enrapture,v.使狂喜，使高兴,,
casual,a.偶然的,,
trademark,n.特征；商标  v.保证商标权,,
flagging,a.下垂的；衰弱的,,
misrepresentation,n.误传，歪曲,,
certainty,n.确定的事情,,
pleat,n.(衣服上的)褶,,
drab,a.黄褐色的；单调而无聊的,,
ponderable,a.可估量的,,
economy,n.节约；经济；adj.经济的,,
hatch,n.船舱盖；v.孵化,,
hurl,v.猛投；大声叫骂,,
intermittent,a.断断续续的，间歇的,,
exclaim,v.惊叫，呼喊,,
unthreatening,a.不危险的,,
strew,v.撒，散播,,
earthy,a.粗俗的，土气的,,
conscientious,a.尽责的；小心谨慎的,,
orthodox,a.正统的,,
hauteur,n.傲慢,,
intrude,v.把(思想等)强加于；闯入,,
fruition,n.（希望、计划）实现，完成,,
truculent,a.残暴的，凶狠的,,
purvey,v.(大量)供给，供应(尤指粮食),,
repressed,a.(情感)被压制的，被压抑的,,
explicable,adj.可解释的,,
embrace,v.拥抱；包含,,
carnage,n.大屠杀，残杀,,
stock,a.普通的，惯用的；n.存货；家畜；股票,,
antagonistic,adj.敌对的，对抗性的,,
berserk,a.狂怒的，狂暴的,,
drain,v.排出沟外；喝光,,
voluntary,adj.自愿的，志愿的,,
temporize,v.拖延时间(暂缓决定或说明)；见风使舵，顺应时势,,
provenance,n.(艺术等的)出处，起源,,
subvention,n.补助金，津贴,,
recourse,n.求助，依靠,,
unfasten,v.解开,,
blackmail,v./n.  敲诈，勒索,,
shilly-shally,v.犹豫不决；虚度光阴,,
emulate,v.努力赶上或超越,,
edgy,a.急躁的，易怒的；尖利的，锐利的,,
streak,n.(与整体不同颜色的)线条，条纹；v.加线条,,
domination,n.控制，支配，管辖,,
riven,a.撕裂的，分裂的,,
nerve,n.勇气；神经；v.给予力量或勇气,,
omnipotent,a.全能的，万能的；权利无限的,,
vituperate,v.痛斥，辱骂,,
intervene,v.干涉，介入,,
overawe,v.威慑,,
remonstrance,n.抗议，抱怨,,
idolize,v.将…当做偶像崇拜；极度仰慕，崇拜,,
whirlpool,n.漩涡,,
gerontocracy,n.老人统治的政府,,
expository,a.说明的,,
banter,n.打趣，玩笑,,
gusher,n.喷油井；滔滔不绝的说话者,,
exalt,v.(高度)赞扬，歌颂,,
cozen,"v.欺骗, 哄骗",,
foray,v.突袭，偷袭；劫掠 n.突袭,,
excise,v.切除，删去,,
boreal,a.北方的，北风的,,
contumely,n.无礼，傲慢,,
prescribe,v.(医)开处方；规定,,
wean,v.(孩子)断奶；戒掉(恶习),,
fang,n.(毒蛇的)尖牙,,
tissue,n.细胞组织；薄纸，棉纸,,
derelict,a.荒废的；玩忽职守的；n.被(社会、家庭)遗弃的人,,
salient,a.显著的，突出的,,
obsession,n.入迷，着迷；执念,,
coercive,a.强制的，强迫性的,,
resignation,n.听从，顺从；辞职,,
entrancing,a.使人入神的,,
modest,a.谦虚的，谨慎的；（数量、体积等）适度的,,
notoriety,n.臭名昭著的，臭名昭著的人,,
assuredness,n.自信；确定,,
frantic,a.疯狂的，狂乱的,,
intoxicate,v.(使)沉醉，(使)欣喜若狂；(使)喝醉,,
commonsense,a.具有常识的,,
elucidate,v.（清晰）阐明，说明,,
fissile,a.易分裂的,,
nonthreatening,a.不威胁的,,
vanilla,n.香草，香子兰(热带兰科植物),,
cuddle,v./n. 搂抱，拥抱 ,,
enclosure,n.圈地，围占,,
pollen,n.花粉,,
unliterary,a.不矫揉造作的，不咬文嚼字的,,
overshadow,v.遮蔽；使失色，使相形见绌,,
patronizing,a.以恩惠态度对待的，要人领情的,,
totter,v.摇摇欲坠；步履蹒跚,,
dominate,v.控制，支配,,
astray,a.迷路的，误入歧途的,,
dominant,a.(生)(遗传特征)显性的，优势的；最重要的，占支配地位的,,
scalding,a.滚烫的,,
bewilder,v.迷惑，混乱,,
refectory,n.(学院)餐厅，食堂,,
paradox,n.矛盾；似矛盾而正确的说法,,
clement,a.温和的；仁慈的,,
labile,a.（化）不稳定的,,
encipher,v.译成密码,,
outgrow,v.生长速度超过…，长得比…快,,
peddle,v.兜售,,
conventionalize,v.使按惯例，使习俗化,,
remit,v.免除；宽恕；汇款,,
bounteous,a.慷慨的；丰富的,,
venal,a.受贿而为的，贪赃枉法的,,
dim,v.使暗淡，使模糊,,
emaciation,n.消瘦，衰弱,,
genteel,a.有教养的，彬彬有礼的；冒充上流的，附庸风雅的,,
minuet,n.小步舞,,
contention,n.争论；论点,,
impending,a.行将发生的，逼近的,,
embolden,v.鼓励,,
sprout,v.长出，萌芽；n.嫩芽,,
scintillate,v.闪烁；（言谈举止中）焕发才智,,
ilk,n.类型，种类,,
simper,v.假笑，傻笑,,
bumper,a.特大的  n.保险杠,,
callow,a.（鸟)未生羽毛的 ；（人）未成熟的,,
potted,a.盆栽的；瓶装的，罐装的,,
innocence,n.无辜，清白,,
hoodwink,v.蒙混，欺骗,,
fluid,adj.流体的，流动的；易变的，不固定的,,
caudal,a.尾部的，像尾部的,,
delineate,v.描画,,
dyspeptic,a.消化不良的；不高兴的,,
ravenous,a.饿极了的；贪婪的,,
snuggle,v.紧靠，依偎,,
repulse,v.&n.驱逐，击退；厌恶，粗暴拒绝,,
vain,a.自负的；徒劳的，无效的,,
facile,a.容易做成的；肤浅的,,
cameo,n.浮雕宝石；生动刻画；(演员)出演,,
harshly,adv.严酷地，无情地,,
charter,n.特权，(公司)执照；宪章；v.包租车船,,
implode,v.内爆，向心聚爆；剧减,,
adhesive,a.带粘性的，胶粘的；n.胶合剂,,
prevail,v.战胜，击败；盛行，普遍存在,,
acrimony,n.尖刻，刻薄,,
submit,v.屈服；提交，呈递,,
suffocate,v.(使)窒息而死，把…闷死,,
plastic,a.创造性的；易受影响的；可塑的,,
groundless,a.无理由的，无根据的,,
ultimatum,n.最后通牒,,
world-beater,n.举世无双的人,,
rabid,a.患狂犬病的；失去理性的，极端的，疯狂的,,
equate,v.认为…相等或相仿,,
ethos,n.(个人、团体或民族)道德风貌，思潮，信仰,,
astigmatic,a.散光的，乱视的,,
hue,n.色彩，色泽,,
hypothesis,n.假设，假说,,
tint,n.淡色；色泽(颜色深淡的程度)；v.给…淡淡地着色,,
cavort,v.腾越，欢跃,,
sliver,n.长条；v.裂成细片,,
omnivorous,a.杂食的；兴趣杂的,,
insufficient,a.不足的,,
chauvinistic,a.沙文主义的，过分爱国主义的,,
exaltation,n.(成功带来的)得意，高兴,,
virulent,a.剧毒的；恶毒的,,
reprisal,n.(政治或军事的)报复,,
slight,adj.轻微的，微小的；v.怠慢，冷落 n.冒犯他人的行为、言语等,,
universality,n.普遍性；广泛性,,
flimflam,n.欺骗；胡言乱语,,
hankering,n.渴望，追求,,
disavowal,n.否认,,
explicit,a.清楚明确的；成熟的，成型的,,
harmonic,adj.和声的，和谐的,,
cession,n.割让，转让,,
anvil,n.铁砧,,
exhale,v.呼出(气)；呼气，散发,,
pettish,a.易怒的，闹情绪的,,
wince,v.避开，畏缩,,
counterbalance,v.起平衡作用,,
disrupt,v.弄乱，扰乱,,
disguise,v.假扮；掩饰,,
nonentity,n.不重要之人或事,,
synchronization,n.同步,,
calumniate,v.诽谤，中伤,,
pejorative,a.带有轻蔑意义的，贬低的,,
flatter,v.恭维，奉承,,
stentorian,a.(指声音)极响亮的,,
subcelestial,a.世俗的，尘世的,,
outspoken,a.直言不讳的,,
cacophonous,a.发音不和谐的，不协调的,,
dither,v.慌张；犹豫不决 n.慌张；慌乱,,
unfertilized,adj.未施肥的，未受精的,,
deluge,n.大洪水；暴雨,,
grumble,v.喃喃诉苦，发怨言,,
ostentatious,adj.华美的；炫耀的,,
adroit,a.熟练的，灵巧的,,
waggish,a.诙谐的，滑稽的,,
awkward,a.笨拙的；难用的；不便的,,
commemorate,v.纪念(伟人、大事件等),,
parasitic,adj.寄生的,,
fortitude,n.(在痛苦、困难前表现出的)坚毅，坚韧不拔,,
retention,n.保留，保持,,
ticklish,a.怕痒的；易怒的,,
bellicose,a.好战的，好斗的,,
heterodox,a.异端的，非正统的,,
rowdy,a.吵闹的；粗暴的,,
stooge,n.配角，陪衬；傀儡,,
complaisant,a.顺从的，讨好的,,
square,v.一致，使符合；结清，结账,,
strive,v.奋斗，努力,,
aerial,a.空中的，空气中的,,
iniquitous,a.邪恶的，不公正的,,
precocious,a.(儿童)早熟的,,
hermetic,a.密封的；深奥的,,
impel,v.推进；驱使,,
subside,v.(建筑物等)下陷；(天气等)平息,,
villainous,a.邪恶的，恶毒的,,
unsure,adj.缺乏自信的；不确定的,,
odometer,n.（汽车）里程表,,
ratification,n.正式批准,,
self-assertion,n.自作主张,,
sundry,a.各式各样，各种的,,
virulence,n.恶意，毒性,,
chicanery,n.欺诈，欺骗,,
optimism,n.乐观主义,,
hymn,n.赞美诗,,
decompose,v.(使)腐烂,,
peek,v.偷看,,
outwit,v.以机智胜过,,
animated,a.活泼的，生动的,,
retire,v.撤退，后退；退休，退役；,,
cone,n.松果；圆锥体,,
enzyme,n.酵素，酶,,
neutralize,v.使无效；中和,,
frigid,a.寒冷的；(人)冷淡的，不热情的,,
ecumenical,a.世界范围的，普遍的,,
ken,n.视野范围；知识范围,,
molten,v.熔化；a.熔化的,,
defuse,v.从(爆破装置)中卸除引信；缓和紧张状态或危急局面,,
amnesia,n.健忘症,,
patent,a.显而易见的；n.专利权(证书),,
pastiche,n.(音乐、文学、艺术等)混合拼凑的作品,,
sanctuary,n.圣所；庇护所，避难所,,
epidermis,n.表皮，外皮,,
argumentative,a.好争辩的，好争吵的,,
unscrupulousness,n.狂妄，肆无忌惮,,
scurry,v.(小步)急跑，疾行,,
assemble,v.集合，聚集；装配,,
remunerative,a.有报酬的，有利润的,,
saturate,v.浸透；使充满,,
colonize,v.建立殖民地,,
depressed,a.消沉的；凹陷的,,
sabotage,n.阴谋破坏，颠覆活动(尤指摧毁对方武器、装备或挫败对方计划),,
referent,n.指定对象,,
optimum,a.最好的，最有利的,,
overthrow,v./n.推翻；终止,,
predecessor,n.(职务、职位的)前任，前辈；原先的(被继承或被取代的)东西,,
perception,n.感觉；洞察力，理解力，悟性,,
wrist,n.腕，腕关节,,
plague,n.瘟疫；讨厌的人或物；v.烦扰(尤指一再询问或要求),,
unspotted,a.清白的，无污点的,,
tattle,v.闲聊；泄露秘密,,
illustrate,v.为…作插图或图表；说明，阐明,,
blueprint,n.蓝图；方案,,
modify,v.修改，变更,,
identifiable,a.可辨认的,,
resume,v.重新开始，(停顿后)继续进行,,
expertise,n.专门技术，专业知识,,
cacophony,n.难听的声音,,
embed,v.牢牢插入，嵌于,,
offbeat,a.非传统的，不平常的,,
wily,a.狡猾的，诡计多端的,,
unimpeachable,a.无可指摘的，无可置疑的,,
scribble,v.乱写，乱涂,,
swerve,v.突然改变方向,,
distribute,v.分发，分配,,
exhaustiveness,n.全面，详尽，彻底,,
industrious,a.勤劳的，勤勉的,,
sparse,a.稀少的，贫乏的,,
engender,v.产生，引起,,
equable,a.稳定的，不变的；(脾气)温和的,,
guzzle,v.大吃大喝，大量消耗,,
ambush,v.埋伏；伏击,,
antecedent,n.前事；前辈；a.先行的,,
pedant,n.迂腐之人，学究,,
spark,n.火花，火星,,
heady,a.任性的；鲁莽的,,
jar,v.震动，摇晃；冲突，抵触；(猛撞)震动；发刺耳声 n.广口坛子,,
poisonous,a.有毒的；有害的,,
gape,v.裂开；目瞪口呆地凝视,,
mistral,n.寒冷且干燥的强风,,
guile,n.欺诈，狡猾,,
stratify,v.(使)分层，(使)分等级,,
unique,a.独一无二的，独特的,,
noxious,a.有害的，有毒的,,
bait,n.诱饵；v.逗弄；激怒,,
epideictic,a.夸耀的,,
hormone,n.荷尔蒙，激素,,
guilt,n.罪行；内疚,,
organism,n.生物；有机体,,
commensurate,a.同样大小的；相称的,,
huffish,a.不高兴的，发怒的；傲慢的,,
